date,start_value,gross_return,gross_pnl,turnover,cost_rate,cost_dollars,net_return,net_pnl,end_value,positions,is_rebalance,signal_date
2020-05-08,1046747.649154172,-0.009620342290173042,-10070.070676297095,0.0,0.0,0.0,-0.009620342290173042,-10070.070676297095,1036677.578477875,10,False,
2020-05-11,1036677.578477875,-0.0027813120281657234,-2883.3238183502294,0.0,0.0,0.0,-0.0027813120281657234,-2883.3238183502294,1033794.2546595248,10,False,
2020-05-12,1033794.2546595248,-0.0009558277262087754,-988.1292117989093,0.0,0.0,0.0,-0.0009558277262087754,-988.1292117989093,1032806.1254477259,10,False,
2020-05-13,1032806.1254477259,-0.004786783273479568,-4943.819086040415,0.0,0.0,0.0,-0.004786783273479568,-4943.819086040415,1027862.3063616855,10,False,
2020-05-14,1027862.3063616855,0.0035143964129529387,3612.3156024870423,0.0,0.0,0.0,0.0035143964129529387,3612.3156024870423,1031474.6219641726,10,False,
2020-05-15,1031474.6219641726,-0.0012791181334873224,-1319.377893186354,0.0,0.0,0.0,-0.0012791181334873224,-1319.377893186354,1030155.2440709862,10,False,
2020-05-18,1030155.2440709862,0.013653718759264289,14065.449980926505,0.0,0.0,0.0,0.013653718759264289,14065.449980926505,1044220.6940519126,10,False,
2020-05-19,1044220.6940519126,0.002415007400065367,2521.8007034367624,0.0,0.0,0.0,0.002415007400065367,2521.8007034367624,1046742.4947553494,10,False,
2020-05-20,1046742.4947553494,0.0006277720151141059,657.1156452381321,0.0,0.0,0.0,0.0006277720151141059,657.1156452381321,1047399.6104005874,10,False,
2020-05-21,1047399.6104005874,-0.007880304410414197,-8253.82776930586,0.4841847909233186,0.0004841847909233186,507.1349613749738,-0.008364489201337515,-8760.962730680834,1038638.6476699066,10,True,2020-05-20
2020-05-22,1038638.6476699066,-0.010000765136077307,-10387.181176599684,0.0,0.0,0.0,-0.010000765136077307,-10387.181176599684,1028251.4664933069,10,False,
2020-05-25,1028251.4664933069,-0.016285029994829003,-16745.10597407041,0.0,0.0,0.0,-0.016285029994829003,-16745.10597407041,1011506.3605192365,10,False,
2020-05-26,1011506.3605192365,0.007202701069493812,7285.577944711698,0.0,0.0,0.0,0.007202701069493812,7285.577944711698,1018791.9384639482,10,False,
2020-05-27,1018791.9384639482,0.014650247238272044,14925.55378285528,0.0,0.0,0.0,0.014650247238272044,14925.55378285528,1033717.4922468035,10,False,
2020-05-28,1033717.4922468035,-0.01020019250276899,-10544.117414397006,0.0,0.0,0.0,-0.01020019250276899,-10544.117414397006,1023173.3748324065,10,False,
2020-05-29,1023173.3748324065,0.0027169275141454012,2779.887893823171,0.0,0.0,0.0,0.0027169275141454012,2779.887893823171,1025953.2627262297,10,False,
2020-06-01,1025953.2627262297,0.009145095238180218,9382.440297553101,0.0,0.0,0.0,0.009145095238180218,9382.440297553101,1035335.7030237828,10,False,
2020-06-02,1035335.7030237828,0.005518173778500449,5713.162328371167,0.0,0.0,0.0,0.005518173778500449,5713.162328371167,1041048.865352154,10,False,
2020-06-03,1041048.865352154,0.006586059269077311,6856.409529214971,0.0,0.0,0.0,0.006586059269077311,6856.409529214971,1047905.274881369,10,False,
2020-06-04,1047905.274881369,-0.011852403881877067,-12420.196547843392,0.4008965171180601,0.00040089651711806016,420.10157496958425,-0.012253300398995127,-12840.298122812976,1035064.976758556,10,True,2020-06-03
2020-06-05,1035064.976758556,0.009932092692882994,10280.36129232276,0.0,0.0,0.0,0.009932092692882994,10280.36129232276,1045345.3380508787,10,False,
2020-06-08,1045345.3380508787,-0.0047585715254325756,-4974.350559892601,0.0,0.0,0.0,-0.0047585715254325756,-4974.350559892601,1040370.9874909861,10,False,
2020-06-09,1040370.9874909861,0.002242611504939396,2333.147945952446,0.0,0.0,0.0,0.002242611504939396,2333.147945952446,1042704.1354369386,10,False,
2020-06-10,1042704.1354369386,-0.006978121408676008,-7276.11605040751,0.0,0.0,0.0,-0.006978121408676008,-7276.11605040751,1035428.0193865311,10,False,
2020-06-11,1035428.0193865311,0.005838091429578137,6044.923445925572,0.0,0.0,0.0,0.005838091429578137,6044.923445925572,1041472.9428324567,10,False,
2020-06-12,1041472.9428324567,-0.007109424253238585,-7404.27299886483,0.0,0.0,0.0,-0.007109424253238585,-7404.27299886483,1034068.6698335918,10,False,
2020-06-15,1034068.6698335918,-0.0035196194065294263,-3639.5281580303795,0.0,0.0,0.0,-0.0035196194065294263,-3639.5281580303795,1030429.1416755614,10,False,
2020-06-16,1030429.1416755614,0.014042996745672739,14470.313083196263,0.0,0.0,0.0,0.014042996745672739,14470.313083196263,1044899.4547587577,10,False,
2020-06-17,1044899.4547587577,0.012356951051886885,12911.771416597265,0.0,0.0,0.0,0.012356951051886885,12911.771416597265,1057811.226175355,10,False,
2020-06-18,1057811.226175355,0.0036361612695459174,3846.3722111097027,0.3009480552196013,0.0003009480552196013,318.3462313069349,0.0033352132143263163,3528.025979802768,1061339.2521551577,10,True,2020-06-17
2020-06-19,1061339.2521551577,0.0009222118337588428,978.7796179702469,0.0,0.0,0.0,0.0009222118337588428,978.7796179702469,1062318.031773128,10,False,
2020-06-22,1062318.031773128,0.003372225077170184,3582.3755066754147,0.0,0.0,0.0,0.003372225077170184,3582.3755066754147,1065900.4072798034,10,False,
2020-06-23,1065900.4072798034,-0.013940059636420638,-14858.715243965506,0.0,0.0,0.0,-0.013940059636420638,-14858.715243965506,1051041.6920358378,10,False,
2020-06-24,1051041.6920358378,-0.00767451659213402,-8066.236904553652,0.0,0.0,0.0,-0.00767451659213402,-8066.236904553652,1042975.4551312842,10,False,
2020-06-25,1042975.4551312842,-0.0068718828906377625,-7167.205185471805,0.0,0.0,0.0,-0.0068718828906377625,-7167.205185471805,1035808.2499458124,10,False,
2020-06-26,1035808.2499458124,-0.01605331884269608,-16628.16009627516,0.0,0.0,0.0,-0.01605331884269608,-16628.16009627516,1019180.0898495372,10,False,
2020-06-29,1019180.0898495372,-0.0014887760906422244,-1517.330949826585,0.0,0.0,0.0,-0.0014887760906422244,-1517.330949826585,1017662.7588997106,10,False,
2020-06-30,1017662.7588997106,-0.012539075643388955,-12760.550313303367,0.0,0.0,0.0,-0.012539075643388955,-12760.550313303367,1004902.2085864072,10,False,
2020-07-01,1004902.2085864072,-0.005961185796753558,-5990.408772951572,0.0,0.0,0.0,-0.005961185796753558,-5990.408772951572,998911.7998134557,10,False,
2020-07-02,998911.7998134557,0.007372154755478064,7364.13237529792,0.14002742066887336,0.00014002742066887336,139.87504280358016,0.007232127334809191,7224.25733249434,1006136.05714595,10,True,2020-07-01
2020-07-03,1006136.05714595,0.012838998277447644,12917.779104574816,0.0,0.0,0.0,0.012838998277447644,12917.779104574816,1019053.8362505249,10,False,
2020-07-06,1019053.8362505249,-0.013420023657532712,-13675.726590781509,0.0,0.0,0.0,-0.013420023657532712,-13675.726590781509,1005378.1096597434,10,False,
2020-07-07,1005378.1096597434,-0.002775501545898548,-2790.4284975731775,0.0,0.0,0.0,-0.002775501545898548,-2790.4284975731775,1002587.6811621703,10,False,
2020-07-08,1002587.6811621703,0.007717111490997659,7737.080915029281,0.0,0.0,0.0,0.007717111490997659,7737.080915029281,1010324.7620771995,10,False,
2020-07-09,1010324.7620771995,0.0008858838924057592,895.0304328228721,0.0,0.0,0.0,0.0008858838924057592,895.0304328228721,1011219.7925100224,10,False,
2020-07-10,1011219.7925100224,0.01156786633336918,11697.655393413257,0.0,0.0,0.0,0.01156786633336918,11697.655393413257,1022917.4479034357,10,False,
2020-07-13,1022917.4479034357,0.008825897943372163,9028.164999690434,0.0,0.0,0.0,0.008825897943372163,9028.164999690434,1031945.6129031262,10,False,
2020-07-14,1031945.6129031262,-0.002450629528173022,-2528.916390449008,0.0,0.0,0.0,-0.002450629528173022,-2528.916390449008,1029416.6965126771,10,False,
2020-07-15,1029416.6965126771,-0.011774324436950173,-12120.686165553734,0.0,0.0,0.0,-0.011774324436950173,-12120.686165553734,1017296.0103471234,10,False,
2020-07-16,1017296.0103471234,0.009985042007812911,10157.743397696506,0.33768014271415275,0.00033768014271415276,343.5206619565548,0.009647361865098758,9814.22273573995,1027110.2330828633,10,True,2020-07-15
2020-07-17,1027110.2330828633,0.00909703229918313,9343.65496517632,0.0,0.0,0.0,0.00909703229918313,9343.65496517632,1036453.8880480396,10,False,
2020-07-20,1036453.8880480396,-0.00958008629620106,-9929.317689533333,0.0,0.0,0.0,-0.00958008629620106,-9929.317689533333,1026524.5703585063,10,False,
2020-07-21,1026524.5703585063,0.014068734487666884,14441.901625440149,0.0,0.0,0.0,0.014068734487666884,14441.901625440149,1040966.4719839464,10,False,
2020-07-22,1040966.4719839464,-0.00427479196045924,-4449.915105544593,0.0,0.0,0.0,-0.00427479196045924,-4449.915105544593,1036516.5568784018,10,False,
2020-07-23,1036516.5568784018,-0.0007849503671559233,-813.6140518848949,0.0,0.0,0.0,-0.0007849503671559233,-813.6140518848949,1035702.9428265169,10,False,
2020-07-24,1035702.9428265169,-0.015615488529084549,-16173.007423246585,0.0,0.0,0.0,-0.015615488529084549,-16173.007423246585,1019529.9354032703,10,False,
2020-07-27,1019529.9354032703,0.008153471142207937,8312.707906927686,0.0,0.0,0.0,0.008153471142207937,8312.707906927686,1027842.643310198,10,False,
2020-07-28,1027842.643310198,0.005546564528600837,5700.995546367667,0.0,0.0,0.0,0.005546564528600837,5700.995546367667,1033543.6388565657,10,False,
2020-07-29,1033543.6388565657,-0.008178890790793543,-8453.240549727212,0.0,0.0,0.0,-0.008178890790793543,-8453.240549727212,1025090.3983068385,10,False,
2020-07-30,1025090.3983068385,0.002606035560907477,2671.422031132431,0.3865677627956887,0.00038656776279568874,396.26690193681605,0.0022194677981117886,2275.1551291956152,1027365.5534360341,10,True,2020-07-29
2020-07-31,1027365.5534360341,-0.0038120641020829814,-3916.3833459701204,0.0,0.0,0.0,-0.0038120641020829814,-3916.3833459701204,1023449.170090064,10,False,
2020-08-03,1023449.170090064,-0.007612607450667612,-7791.116777607206,0.0,0.0,0.0,-0.007612607450667612,-7791.116777607206,1015658.0533124568,10,False,
2020-08-04,1015658.0533124568,-0.015812701200417764,-16060.297318827856,0.0,0.0,0.0,-0.015812701200417764,-16060.297318827856,999597.755993629,10,False,
2020-08-05,999597.755993629,0.010205895735166542,10201.790474777423,0.0,0.0,0.0,0.010205895735166542,10201.790474777423,1009799.5464684065,10,False,
2020-08-06,1009799.5464684065,-0.00037686084444812397,-380.55390980541625,0.0,0.0,0.0,-0.00037686084444812397,-380.55390980541625,1009418.9925586011,10,False,
2020-08-07,1009418.9925586011,-0.0024706846175508116,-2493.9559775781727,0.0,0.0,0.0,-0.0024706846175508116,-2493.9559775781727,1006925.0365810229,10,False,
2020-08-10,1006925.0365810229,0.0018125543600871397,1825.1063653358356,0.0,0.0,0.0,0.0018125543600871397,1825.1063653358356,1008750.1429463588,10,False,
2020-08-11,1008750.1429463588,0.010004309299577883,10091.848436028775,0.0,0.0,0.0,0.010004309299577883,10091.848436028775,1018841.9913823876,10,False,
2020-08-12,1018841.9913823876,0.006958576824525805,7089.690269087202,0.0,0.0,0.0,0.006958576824525805,7089.690269087202,1025931.6816514748,10,False,
2020-08-13,1025931.6816514748,0.0010066495744485906,1032.753690747784,0.4031780071756971,0.00040317800717569707,413.63309090665325,0.0006034715672728935,619.1205998411308,1026550.8022513159,10,True,2020-08-12
2020-08-14,1026550.8022513159,0.0149832592042751,15381.076756488019,0.0,0.0,0.0,0.0149832592042751,15381.076756488019,1041931.879007804,10,False,
2020-08-17,1041931.879007804,0.0013854738274042986,1443.5693483034947,0.0,0.0,0.0,0.0013854738274042986,1443.5693483034947,1043375.4483561075,10,False,
2020-08-18,1043375.4483561075,-0.0015444652589607765,-1611.4571320386317,0.0,0.0,0.0,-0.0015444652589607765,-1611.4571320386317,1041763.9912240688,10,False,
2020-08-19,1041763.9912240688,0.009410989960462145,9804.030462580686,0.0,0.0,0.0,0.009410989960462145,9804.030462580686,1051568.0216866494,10,False,
2020-08-20,1051568.0216866494,-0.010666503846377582,-11216.55434804831,0.0,0.0,0.0,-0.010666503846377582,-11216.55434804831,1040351.4673386011,10,False,
2020-08-21,1040351.4673386011,0.003853613389290524,4009.1123441040763,0.0,0.0,0.0,0.003853613389290524,4009.1123441040763,1044360.5796827052,10,False,
2020-08-24,1044360.5796827052,0.010442069092687927,10905.285330726423,0.0,0.0,0.0,0.010442069092687927,10905.285330726423,1055265.8650134318,10,False,
2020-08-25,1055265.8650134318,-0.00024378432828073542,-257.25728005988867,0.0,0.0,0.0,-0.00024378432828073542,-257.25728005988867,1055008.607733372,10,False,
2020-08-26,1055008.607733372,-0.0016757605447196445,-1767.941799179189,0.0,0.0,0.0,-0.0016757605447196445,-1767.941799179189,1053240.6659341927,10,False,
2020-08-27,1053240.6659341927,0.008629390588818234,9088.825090373173,0.3830317261545857,0.0003830317261545857,403.4245903289792,0.00824635886266365,8685.400500044194,1061926.066434237,10,True,2020-08-26
2020-08-28,1061926.066434237,0.002772840350985258,2944.551446771904,0.0,0.0,0.0,0.002772840350985258,2944.551446771904,1064870.617881009,10,False,
2020-08-31,1064870.617881009,0.0028104350652363194,2992.749724432653,0.0,0.0,0.0,0.0028104350652363194,2992.749724432653,1067863.3676054415,10,False,
2020-09-01,1067863.3676054415,-0.008383750262161706,-8952.699788115002,0.0,0.0,0.0,-0.008383750262161706,-8952.699788115002,1058910.6678173265,10,False,
2020-09-02,1058910.6678173265,-0.008555967930419581,-9060.005715024228,0.0,0.0,0.0,-0.008555967930419581,-9060.005715024228,1049850.6621023023,10,False,
